open,high,low,close,tick_volume,returns
1.2174,1.2348,1.2167,1.233,8862,0.012980611238909034
1.233,1.2334,1.2224,1.2263,9193,-0.005433901054339163
1.2263,1.2335,1.2253,1.2267000000000001,9358,0.0003261844573108075
1.2265,1.2364,1.2237,1.2276,8791,0.0007336757153337814
1.2283,1.2319,1.2246,1.2299,8491,0.0018735744542195398
1.2293,1.2349,1.228,1.2325,9011,0.002113993007561543
1.2326,1.2344,1.2288000000000001,1.2332,8576,0.0005679513184584373
1.2332,1.2446,1.2313,1.2428,9267,0.007784625364904096
1.2429000000000001,1.244,1.2383,1.2402,8607,-0.0020920502092049986
1.2401,1.2402,1.2256,1.2285,8818,-0.009433962264150941
1.2286,1.2332,1.2263,1.2309,9101,0.0019536019536021687
1.2311,1.2325,1.2246,1.2282,9021,-0.0021935169388254128
1.2282,1.2316,1.2271,1.2286,8559,0.00032567985670084454
1.2285,1.2435,1.2282,1.2408,9058,0.009930001627869167
1.2417,1.2424,1.2368000000000001,1.2385,7781,-0.001853642811089573
1.2385,1.2393,1.2287,1.2328000000000001,8543,-0.004602341542187971
1.2327,1.2358,1.2224,1.234,8499,0.0009733939000646785
1.2338,1.2421,1.2321,1.2383,9655,0.0034846029173418724
1.2383,1.2507,1.2353,1.2477,9591,0.007591052249051211
1.2477,1.2536,1.2461,1.2490999999999999,8501,0.0011220645988618827
1.2492,1.2529,1.2451,1.2517,9063,0.002081498679048943
1.2517,1.2631000000000001,1.2494,1.2583,9312,0.0052728289526244865
1.2581,1.2652999999999999,1.2570999999999999,1.2612999999999999,9720,0.002384169117062518
1.2612,1.2692,1.2596,1.2686,8940,0.005787679378419064
1.272,1.2831000000000001,1.2709,1.2803,10261,0.009222765253034781
1.2805,1.2844,1.2726,1.2747,9770,-0.004373974849644635
1.275,1.2816,1.2692,1.2702,9903,-0.00353024240997879
1.2701,1.2768,1.2631000000000001,1.2742,9856,0.003149110376318598
1.2744,1.28,1.2705,1.2787,9191,0.003531627687961114
1.2818,1.2833,1.2716,1.2753,8969,-0.0026589504965980337
1.2753,1.2758,1.2663,1.2744,9186,-0.0007057163020466328
1.2743,1.2832,1.2655,1.2826,10437,0.006434400502197013
1.2827,1.2899,1.2789,1.2871000000000001,9382,0.0035084983627009514
1.287,1.298,1.2759,1.2974,10005,0.008002486209307769
1.2969,1.2988,1.2905,1.2912,9229,-0.004778788345922824
1.2913000000000001,1.2941,1.2881,1.2897,9279,-0.0011617100371745792
1.2898,1.3006,1.2848,1.289,9917,-0.000542761882608489
1.2887,1.292,1.2857,1.2908,8403,0.001396431342125748
1.2908,1.299,1.2879,1.297,9040,0.0048032228075611805
1.297,1.3,1.2916,1.2948,9012,-0.0016962220508865977
1.2948,1.2997,1.2919,1.2959,9267,0.0008495520543714274
1.2957,1.305,1.2951,1.3037,9105,0.006018982946214946
1.3043,1.3075999999999999,1.2939,1.2944,8946,-0.007133542993019937
1.2942,1.307,1.2937,1.3054000000000001,8979,0.008498145859085371
1.3039,1.3053,1.3011,1.3041,8259,-0.0009958633369082648
1.3041,1.3107,1.2974999999999999,1.3085,9153,0.0033739743884670936
1.3087,1.3192,1.308,1.3187,8788,0.007795185326709975
1.3187,1.3286,1.3162,1.3275000000000001,8446,0.0066732387957837425
1.3274,1.3331,1.3182,1.3296999999999999,9248,0.001657250470809668
1.328,1.3306,1.3229,1.327,8811,-0.00203053320297808
1.327,1.3336000000000001,1.323,1.3289,9274,0.0014318010550113947
1.3289,1.3363,1.3274,1.334,9055,0.0038377605538415516
1.334,1.3386,1.3235999999999999,1.3267,9802,-0.005472263868065985
1.3268,1.3464,1.3254000000000001,1.3455,9273,0.014170498228687656
1.3442,1.3457,1.339,1.3403,8652,-0.0038647342995168366
1.34,1.3471,1.339,1.3425,8650,0.0016414235618891215
1.3428,1.3434,1.3191,1.3355000000000001,10187,-0.005214152700186103
1.3352,1.3362,1.325,1.3309,10209,-0.003444402845376393
1.3308,1.3319,1.3139,1.3212,9798,-0.007288301149597998
1.3195999999999999,1.3331,1.3195000000000001,1.3315000000000001,9476,0.007795943082046675
1.3313,1.3338,1.326,1.329,9294,-0.0018775816748030083
